,郵遞區號,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,主建物面積,陽台面積,附屬建物面積,單價
3218,112,-1.2316374391975593,5,3,10,2,4,2,14.416666666666666,-1.6059029924010244,0.5122946436949566,2.0,301502,2781402,-1.899473861659317,-1.340056032139841,0.0440908018779589,2.425980334048814
3219,244,-0.3181217476562756,5,10,13,2,4,0,14.0,0.0637050979351766,0.0272264492155568,1.0,287048,2774169,-0.2060865084615803,-0.7308948771703184,0.9237704228332232,1.55934029087713
3220,242,0.0884059535386947,5,11,13,11,4,0,3.75,0.8416298585391743,0.7424703155976018,1.0,291538,2768197,0.4734184067373777,0.2877863819803957,0.8639863709236419,1.9950025828499225
3221,334,0.2511852689506681,5,8,15,2,4,0,6.75,0.4273877962086854,1.395922055294373,1.0,278511,2764204,0.0748245576468984,0.2280647001206387,0.1892806422297984,1.301690548312575
3222,114,-1.3887448339780215,2,9,10,2,4,2,29.83333333333333,-1.4421595974437575,-0.8193256863726953,0.0,309597,2774987,-1.678818643568065,-1.1062883060030773,0.2554701282725489,3.409733896568023
3223,105,-1.3115730664026717,5,5,18,2,4,0,12.916666666666666,-1.0072341589081402,-0.8193256863726953,0.0,306979,2771627,-1.210633533387267,-1.0619236280501148,-0.4384519028208025,4.018724197175153
3224,303,-0.3392232150904573,3,2,5,2,4,1,13.416666666666666,-0.8911774368682529,-0.5783363923001272,1.0,251209,2751727,-0.773283575478196,-0.5124841549403495,-0.4384519028208025,0.9269272864004954
3225,220,-0.4994549729306503,5,3,5,2,4,1,48.5,-1.0480263730904769,-0.8193256863726953,0.0,296714,2766667,-1.2194031638498686,2.470187270512662,-0.4384519028208025,2.0043716643977243
3226,112,0.5600405741860546,5,3,5,2,4,1,38.0,-0.102336449933771,-0.8193256863726953,0.0,301691,2781024,0.2244740581216062,-0.0398297013645574,-0.4384519028208025,1.5124948831381198
3227,106,-1.3362555345745444,5,11,12,2,4,0,43.833333333333336,-1.4708865088397691,-0.8193256863726953,0.0,304420,2770783,-1.356605446893788,-1.6420771089734696,-0.4384519028208025,4.299796643609213
3228,320,-1.1736925212205522,5,7,14,2,4,0,17.75,-1.217515150326946,-0.8193256863726953,0.0,272772,2761552,-1.3888550556917405,-0.538079161451674,-0.4384519028208025,1.55934029087713
3229,108,1.6112926095374696,5,4,14,2,4,0,13.583333333333334,1.5293521173596951,-0.8193256863726953,0.0,300645,2768278,0.913314386393656,0.221239365050952,-0.4384519028208025,2.098062479875745
3230,114,0.7252713129218168,5,2,13,2,4,0,9.25,0.8927637608240748,1.1456639422190138,1.0,309155,2772581,0.6233507985173313,0.2963180508175037,0.5864175584863014,3.9484560855666375
3231,300,0.3093464889856563,5,4,5,2,4,1,34.333333333333336,-0.2471200833696699,-0.8193256863726953,0.0,246237,2743498,-0.0021218773797949,0.485721099001305,-0.4384519028208025,0.8800818786614852
3232,420,-0.4293250390206933,5,4,12,11,4,0,4.833333333333333,-0.5154294358084195,0.3300078699733987,1.0,221810,2683395,-0.8855914236605383,-0.5739121705675283,0.7807157271924399,1.5359175870076247
3233,237,0.2316940501703478,5,6,7,2,4,2,31.33333333333333,0.4130243405106795,-0.8193256863726953,0.0,287934,2758902,1.040049691143503,1.0488112422504432,-0.4384519028208025,1.2314224367040598
3234,411,0.4502071958555185,5,5,15,11,4,0,0.3333333333333333,0.8266918646132481,0.6327892907312408,1.0,220995,2671457,0.5670554287735373,0.2058823611441573,0.1892806422297984,1.2314224367040598
3235,802,-0.7961492957950846,5,9,12,4,4,0,35.416666666666664,0.400384499496434,-0.8193256863726953,0.0,179654,2503536,0.9093539081202234,-1.2359696723271214,0.4070654027575581,1.2314224367040598
3236,330,-0.43655914118207,5,4,10,2,4,2,19.25,-0.4051180960477343,0.5014810215250337,1.0,281998,2767168,-0.4589913353507845,-0.654109857636345,0.0739828278327492,1.161154325095545
3237,236,0.0317588479095757,5,5,6,2,4,2,29.08333333333333,-0.1402559729765065,-0.8193256863726953,0.0,297131,2764329,-0.041726660114122,-0.0893133806197849,-0.2719106153583979,1.9809489605282196
3238,238,1.3929236652242865,5,4,11,2,4,0,13.75,0.1814854346588252,1.4978790643250748,2.0,289768,2762499,-0.0173980078630352,-0.0944323819220497,-0.4384519028208025,1.18457702896505
3239,234,1.118580555017926,5,5,5,11,4,1,42.66666666666666,0.034978186539165,-0.8193256863726953,0.0,302812,2765671,0.8872883863110982,0.3986980768628019,-0.4384519028208025,2.051217072136734
3240,338,0.049591750912039,5,4,10,2,4,2,11.333333333333334,-0.1126781380363353,1.3186818969377805,1.0,279791,2772520,-0.3336704871271633,-0.149035062479542,0.2896324436494525,1.348535956051585
3241,403,-0.1121541213340234,5,5,13,11,4,0,15.833333333333334,0.7433838215648142,0.0395848745526114,1.0,215526,2669999,0.6077917767288453,1.3252373125727477,0.4326871392902353,1.7232992179636646
3242,243,0.2517140073146225,5,5,5,11,4,1,4.833333333333333,-0.8291273082528675,-0.8193256863726953,0.0,293341,2771850,-0.8236382278118407,-0.5960945095440096,-0.4384519028208025,1.7701446257026745
3243,112,-0.9059346070016244,5,4,12,5,4,0,27.666666666666668,-0.6211444697457428,-0.8193256863726953,0.0,301001,2780859,-0.4737016832235345,0.4242930833741261,0.0590368148553541,2.2620214069622797
3244,300,-0.7482263731712141,5,22,28,11,4,0,6.333333333333333,0.548615362299855,0.3485455079789808,1.0,251267,2742426,0.1384751013270672,0.3406827287704661,-0.267640325936285,2.285444110831784
3245,221,-1.4832207661918806,5,21,25,2,4,0,26.166666666666668,-1.2387730647599946,-0.8193256863726953,0.0,317095,2773434,-1.4734395559600535,0.2656040430039144,-0.4384519028208025,1.9809489605282196
3246,231,0.2439752003512896,5,9,20,2,5,0,9.75,0.2647934777072585,-0.8193256863726953,0.0,303951,2762599,-0.1517713778545028,0.0437806532391025,0.8832026733231501,3.2082986432902807
3247,234,-0.7656507056197126,0,7,11,2,4,0,25.75,-0.0058140276431714,0.2512229084496744,1.0,302243,2766252,0.4867142980839019,0.9054792057870262,-0.4384519028208025,2.285444110831784
3248,243,-0.3373485972546189,5,4,5,2,4,1,41.66666666666666,-0.6895145188682503,-0.8193256863726953,0.0,293161,2771254,-0.1353636821502816,-0.5500234978236254,-0.4384519028208025,1.301690548312575
3249,206,0.353568243061846,5,3,3,2,1,1,53.75,-1.0675606728397649,-0.8193256863726953,0.0,321863,2776605,-0.5693189443964107,-1.6420771089734696,-0.4384519028208025,1.0206181018785152
3250,105,0.9836561379615526,5,3,4,4,1,1,55.75,-0.2902104504636874,-0.8193256863726953,0.0,305924,2771807,0.695488081354856,-1.6420771089734696,-0.4384519028208025,3.4565793043070334
3251,802,-1.1028896475746532,5,2,11,4,4,0,42.16666666666666,-0.9176061953525836,-0.8193256863726953,0.0,178293,2502170,-0.3251837479698072,-1.6420771089734696,-0.4384519028208025,1.18457702896505
3252,807,-0.454872715424492,5,3,15,2,4,0,8.333333333333334,0.3664867440491401,0.265126136953861,1.0,179666,2507793,-0.0275820948518622,-0.4425244704760626,0.5672012560867931,1.348535956051585
3253,338,-0.1333036558922009,5,6,9,2,4,2,17.333333333333332,-0.1959861810847689,-0.8193256863726953,0.0,279795,2772139,-0.185152551873436,-0.200225075502191,-0.4384519028208025,1.4188040676601
3254,807,-1.1207465841391149,5,8,13,2,4,0,22.33333333333333,-0.9647183300420428,0.1971547976000598,1.0,181391,2505461,-1.0711681199013865,-0.945892931865444,-0.0349095524311304,1.114308917356535
3255,235,-0.3207894730380456,5,6,13,2,4,0,14.416666666666666,0.2320447987158053,-0.8193256863726953,0.0,298472,2765291,0.5319769069231333,0.221239365050952,-0.4384519028208025,2.2151759992232694
3256,251,7.451808678464201,5,2,7,4,4,2,22.83333333333333,1.1903745628867564,0.822800080288458,1.0,295211,2785697,1.8007444109478328,0.6956001523941655,-0.4384519028208025,1.114308917356535
3257,830,-0.5200998026868714,5,5,14,11,4,0,15.333333333333334,0.0855375505961459,0.0395848745526114,1.0,183471,2504215,0.0595484271636577,0.675124147185106,-0.4384519028208025,1.395381363790595
3258,221,0.2519783764965997,5,13,16,2,4,0,24.58333333333333,0.446347557730053,1.153387958054673,1.0,314469,2773517,0.4094849717519639,0.4038170781650667,-0.1267207750065586,1.8169900334416844
3259,106,0.6476669412305037,5,4,7,2,4,2,39.66666666666666,0.0131457338781962,-0.8193256863726953,0.0,304627,2770407,-0.0383319644511795,-0.4647068094525438,-0.4384519028208025,3.737651750741093
3260,231,-0.807541204182103,5,4,14,2,4,0,18.25,-0.3562823466745147,0.5756315735473622,1.0,302834,2763663,-0.5738452052803337,1.9702314766581248,-0.4384519028208025,2.660207372743864
3261,248,1.1224499584995926,5,12,23,11,4,0,6.166666666666667,1.1846291806075544,0.631244487564109,1.0,294752,2775300,0.8304272339568138,1.1085329241102009,-0.1331262091397279,1.6296084024856448
3262,100,-0.2238380839383998,5,5,7,2,4,2,10.75,-0.4867025244124079,0.3423662953104533,1.0,302761,2768652,-0.8884203367129904,-0.927123260423806,1.2952856025570485,4.159260420392183
3263,241,-0.8466918766767294,5,10,10,11,4,2,3.583333333333333,-0.3735184935121215,-0.8193256863726953,0.0,298860,2773247,-0.4507874874986741,0.1222720065404973,0.1615237609860646,2.472825741787824
3264,300,0.1112378374367272,5,3,5,2,4,1,39.41666666666666,-0.5521998823953146,-0.8193256863726953,0.0,247454,2744356,-0.4290048569947938,0.6785368147199493,-0.4384519028208025,1.301690548312575
3265,241,0.790906970738161,5,6,7,2,4,2,31.166666666666668,0.8106047942314816,0.7316566934276786,1.0,299795,2774395,1.3416118225348808,1.0675809136920815,-0.4384519028208025,1.6296084024856448
3266,813,-0.699798745745387,5,7,15,2,4,0,16.0,-0.1310633613297828,-0.3744223742387235,1.0,180132,2509850,-0.2171192693661429,-0.4322864678715328,-0.4384519028208025,1.395381363790595
3267,111,1.3502160255539666,5,5,5,2,4,1,37.41666666666666,1.4443204596275003,-0.8193256863726953,0.0,303180,2777340,1.359999757375819,-0.7121252057286804,13.164555051319942,2.4962484456573293
3268,302,2.994255867584302,5,17,22,2,4,0,8.833333333333334,3.2518177246645577,2.4046785234314694,2.0,250833,2745867,2.9639934581160734,2.337093236653775,1.16717691989366,2.365081303988101
3269,244,0.4982743198513769,5,5,21,11,4,0,5.0,1.5770387902770746,1.2893306367622757,2.0,286980,2773998,1.1203908218331389,0.712663490068382,0.8767972391899808,2.074639776006239
3270,324,-0.3851032849445039,5,16,18,2,4,0,25.08333333333333,0.1286279176901631,1.103954256706454,1.0,271805,2759383,0.6329691028956677,0.6324658029995652,-0.4384519028208025,1.0674635096175251
3271,106,0.2854330947977171,5,6,7,4,4,2,40.66666666666666,0.3716575881004222,-0.8193256863726953,0.0,303859,2767854,0.7987434077693518,0.4584197587225589,-0.4384519028208025,4.534023682304262
3272,220,0.2237149075870352,5,2,5,2,4,1,38.083333333333336,-0.7119215097571395,-0.8193256863726953,0.0,296068,2768615,-0.2278691389654602,-0.2104630781067206,-0.4384519028208025,1.7467219218331695
3273,221,-0.7338302695344546,5,16,17,2,4,0,26.0,-0.3907546403497286,-0.8193256863726953,0.0,314570,2773599,-0.2858618565407251,0.1649303507260381,-0.4384519028208025,1.6998765140941594
3274,236,0.4358351257807572,5,5,5,2,4,1,38.91666666666666,-0.7802915588796476,-0.8193256863726953,0.0,296458,2763061,-0.6273116619716755,1.5248783633610783,-0.4384519028208025,1.7232992179636646
3275,235,0.1684857821157943,5,2,4,2,1,1,53.16666666666666,-1.127887186771389,-0.8193256863726953,0.0,301171,2763854,-0.6680480099269835,-1.6420771089734696,-0.4384519028208025,1.5827629947466348
3276,100,-0.336603556832683,5,5,17,5,4,0,34.333333333333336,0.6141127202827614,0.7780007884416342,1.0,302974,2769834,0.8123221904211213,-0.0227663636903412,1.308096470823387,4.393487459087233
3278,231,0.0806190794513655,5,6,17,2,4,0,30.25,0.8772512286702286,1.111678272542113,1.0,302105,2763989,1.6315754104112057,0.8679398629037506,0.989959908875973,1.676453810224655
3279,221,-0.3035814426475285,5,5,9,2,4,2,21.416666666666668,-0.0161557157457359,-0.8193256863726953,0.0,314323,2773569,-0.0145690948105834,0.0369553181694158,-0.2249374317151558,1.7935673295721797
3280,320,-0.1705076098649952,5,12,12,4,4,0,16.416666666666668,-0.3252572823668217,-0.8193256863726953,0.0,275325,2763334,-0.3353678349586342,-0.3350254431284998,-0.2484240235367768,1.18457702896505
3281,804,-1.1689098423829645,5,7,14,2,4,0,17.583333333333332,-0.867046831295603,-0.8193256863726953,0.0,177876,2507367,-0.9424525760148228,-0.9373612630283358,-0.4384519028208025,1.301690548312575
3282,804,-0.3944042734377023,5,27,29,11,4,0,0.5833333333333334,1.5385447290064185,1.2538001639182432,2.0,176458,2506075,1.0148723649766809,0.7843295083000906,0.3835788109359369,1.9903180420760211
3283,414,0.6643221996950689,5,7,12,11,4,0,0.1666666666666666,-0.2023061015918916,0.5740867703802304,1.0,209122,2667020,-0.39449211775488,-0.8776395811685787,-0.4384519028208025,1.5359175870076247
3284,261,-0.0750703351712188,5,5,15,11,4,0,5.0,-0.8279782317970268,-0.8193256863726953,0.0,332835,2750799,-1.3119086206650472,-0.8656952447966273,-0.1865048269161393,1.4281731492079015
3285,242,-0.5892443605549134,5,8,8,2,4,2,24.58333333333333,-0.3384716616089874,-0.8193256863726953,0.0,293334,2768790,-0.378650204661149,-0.3077241028497537,-0.4384519028208025,1.7701446257026745
3286,333,-0.7334216989804897,5,10,15,2,4,0,2.833333333333333,-0.7458192652044333,0.2944773971293662,1.0,288653,2771910,-0.9373605325204092,-0.6984745355893074,-0.4384519028208025,1.4890721792686148
3287,813,-0.6904016230041966,5,7,24,2,4,0,9.75,1.1731384160491498,0.2496781052825426,1.0,179105,2507415,0.6870013421975002,0.850876525229534,-0.4384519028208025,1.55934029087713
3288,114,-0.6512749840715683,5,5,5,2,4,1,7.0,-1.5260421787201115,-0.1983148131856929,1.0,310091,2773447,-1.9962226880531737,-0.6319275186598637,-0.4384519028208025,4.159260420392183
3289,235,-0.9735410169017992,5,7,12,2,4,0,28.83333333333333,-0.8285527700249471,-0.8193256863726953,0.0,299961,2765240,-0.913880554185058,0.6597671432783114,-0.4384519028208025,2.1917532953537644
3290,235,0.858056742960375,5,5,6,2,4,2,23.666666666666668,0.107944541485035,1.647724971536864,1.0,300860,2765617,0.4819051458947339,0.4038170781650667,-0.4384519028208025,1.9575262566587144
3291,221,0.1105648977007853,5,9,23,11,4,0,3.75,0.2653680159351794,0.8042624422828756,1.0,313622,2773610,-0.0114572904528863,-0.5926818420091662,1.1522309069162648,2.1449078876147545
3292,244,1.9232001771465932,0,4,14,11,4,0,9.416666666666666,1.12487720490385,0.4196064536670457,1.0,288861,2774567,0.7175536031639812,0.0523123220762104,1.7863688861000355,1.27826784444307
3293,404,0.2617119691057608,5,17,20,2,4,0,11.583333333333334,2.110210265787052,1.9597752112974969,2.0,216938,2672499,1.786599845685573,0.3696904028166338,1.7671525837005275,1.8169900334416844
3294,115,-0.3607572866406017,5,8,10,2,4,2,9.25,-0.4792335274494445,-0.3589743425674049,1.0,312179,2771607,-0.7455602275641671,-0.5875628407069013,0.5180929277324945,3.620538231393568
3295,112,2.821791026687162,5,8,8,2,4,2,16.916666666666668,1.526479426220094,1.0885062250351354,1.0,302255,2778788,1.3642431269544968,0.5369111120239538,0.0889288408101448,3.362888488829013
3296,300,0.6788625047038163,5,2,5,2,4,1,28.0,-0.4551029218767948,0.5988036210543399,1.0,251555,2741798,-0.3116049653180381,-0.0347107000622927,-0.4384519028208025,1.161154325095545
3297,220,-0.1026368307828436,5,3,12,2,4,0,26.33333333333333,-0.1517467375349112,1.04216213002118,1.0,298438,2769340,-0.2374874433437969,0.6529418082086247,-0.4384519028208025,2.1683305914842594
3298,249,0.4656127090961914,5,3,8,2,4,2,25.416666666666668,0.5480408240719341,-0.8193256863726953,0.0,289993,2782008,0.5398978634699988,0.8730588642060153,-0.4384519028208025,0.9035045825309904
3299,401,-0.6812929030069816,5,6,10,11,4,2,9.75,-0.6257407755691045,0.7687319694388431,1.0,219677,2669983,-0.7628165971841239,-0.8315685694481947,-0.4384519028208025,1.55934029087713
3300,310,0.5123339536201656,5,14,14,11,4,0,0.0833333333333333,0.3906173496217903,0.547825116538989,1.0,258996,2737333,0.1837377101662982,-0.1797490702931313,-0.4384519028208025,1.5359175870076247
3301,500,0.0189729929266775,5,7,12,2,4,0,25.916666666666668,0.2326193369437256,-0.8193256863726953,1.0,203849,2662254,-0.0646408558389828,0.2195330312835304,-0.4384519028208025,0.9644036125917032
3302,115,-0.2324420991336582,5,9,11,2,4,0,10.0,-0.4654446099793589,-0.8193256863726953,0.0,309515,2770991,-0.6688966838427192,0.2621913754690712,-0.4384519028208025,4.604291793912777
3303,220,-1.4094617644202363,2,2,14,2,4,0,27.08333333333333,-1.3508080192044405,-0.8193256863726953,0.0,296717,2765412,-1.3370859468318694,-0.5824438394046364,-0.4384519028208025,2.0277943682672293
3304,300,0.7029922009497366,5,7,21,11,4,0,11.166666666666666,1.9073982713312088,0.5370114943690659,1.0,251957,2742247,1.596779779866047,0.8662335291363287,1.4276645746425494,2.1730151322581603
3305,114,0.0276250752459318,5,4,5,2,4,1,36.583333333333336,-0.610228243415258,-0.8193256863726953,0.0,311622,2774026,-0.3101905087918118,-0.2804227625710075,-0.2804511942026239,2.332289518570794
3306,106,0.1078971723190152,5,5,7,2,4,2,37.833333333333336,0.2986912331545529,-0.8193256863726953,0.0,306123,2769789,0.4756815371793392,0.5863947912791813,-0.4384519028208025,4.159260420392183
3307,406,-0.1711084489149436,5,12,12,2,4,0,29.5,-0.0075376423269321,-0.8193256863726953,1.0,219164,2673562,0.0796337098360663,0.0744946610526918,-0.4384519028208025,1.18457702896505
3308,202,2.513392359129737,5,3,6,2,4,2,12.583333333333334,0.3320144503739264,0.3732623586530904,1.0,328962,2781551,0.5067995807563109,-0.2224074144786721,0.0910639855212012,0.9971953980090102
3309,411,-0.4706627656571313,5,13,15,11,4,0,24.33333333333333,0.0068258133710737,-0.8193256863726953,1.0,219904,2671596,-0.215987704145162,0.3185003897939851,-0.4384519028208025,0.9503499902700004
3310,247,-0.1138605042358765,5,8,20,11,4,0,7.083333333333333,0.9140216752571236,0.4412336980068916,1.0,297020,2776011,0.5690356679102538,1.4412680087574188,1.1372848939388691,2.425980334048814
3311,247,-0.3783258204610877,5,7,7,2,4,2,27.25,-0.5906939436659702,-0.8193256863726953,0.0,298766,2775242,-0.4077880091014041,-0.3230811067565484,-0.2462888788257204,1.8169900334416844
3312,103,-0.924512550426024,2,4,13,2,4,0,16.083333333333332,-0.8969228191474552,-0.8193256863726953,0.0,302251,2773422,-1.0035570979477848,-0.9117662565170112,-0.4384519028208025,3.690806343002083
3313,205,0.4894299690361393,5,3,5,2,4,1,20.58333333333333,-0.1189980585434577,-0.8193256863726953,0.0,324258,2778222,0.197882275428558,-0.7616088849839078,-0.1160450514512761,0.8098137670529704
3314,813,-0.9568376913132384,5,14,22,2,4,0,26.33333333333333,0.2441101015021304,-0.8193256863726953,0.0,178406,2509274,0.2018427537019907,0.0710819935178483,-0.1800993927829699,1.27826784444307
3315,247,-0.4780410691904956,5,9,14,2,4,0,18.58333333333333,0.53769913596937,-0.8193256863726953,0.0,297927,2775138,0.5857262549197201,0.8082181810439932,-0.0050175264763396,2.5196711495268342
3316,302,0.0744664875798957,5,7,15,2,4,0,9.75,1.7120552738383292,1.023624492015598,2.0,251878,2745536,1.4943731273672862,0.3133813884917203,0.6504718998179948,1.4422267715296049
3317,804,0.0336334657454143,5,22,27,2,4,0,15.833333333333334,2.0372439108411826,0.5771763767144941,1.0,176662,2507045,1.9761370201998527,0.7809168407652471,0.6397961762627131,2.285444110831784
3318,330,0.3435222141467117,5,4,20,2,4,0,21.75,2.49687449317737,0.9232122861520278,1.0,279337,2764795,2.444887912991141,2.5196709497678897,0.0547665254332409,0.9971953980090102
3319,248,-0.7198667700136577,5,11,15,11,4,0,7.083333333333333,-0.8745158282585661,0.4180616504999139,1.0,294970,2775534,-1.152075033201512,-0.4015724600579435,-0.4384519028208025,1.8638354411806943
3320,702,-0.8333532497678788,5,7,14,11,0,0,0.75,-0.8986464338312158,-0.8193256863726953,0.0,167990,2541944,-1.1803641637260316,-1.0482729579107417,-0.1010990384738809,1.8497818188589916
3321,300,0.8465446667633671,5,4,5,2,4,1,32.666666666666664,-0.2678034595747983,-0.8193256863726953,0.0,247132,2745476,0.3413081671878716,0.7160761576032253,-0.4384519028208025,0.9035045825309904
3322,234,-0.6250303343698297,5,15,15,11,4,0,10.0,0.5698732767329034,0.6034380305557356,2.0,301193,2766664,0.33140697150429,-0.6046261783811177,1.2760693001575398,3.269197673350993
3323,700,-0.8545508514500523,5,15,15,11,4,0,8.75,-0.5901194054380499,-0.8193256863726953,0.0,166681,2544785,-0.8471182061471919,-0.6216895160553338,-0.4384519028208025,1.4422267715296049
3324,247,0.2806263823981315,5,5,5,2,4,1,40.833333333333336,-0.7377757300135501,-0.8193256863726953,0.0,298606,2775834,-0.173836899663628,-0.7889102252626539,-0.4384519028208025,1.676453810224655
3325,111,1.0127367479790463,5,5,5,2,4,1,43.16666666666666,0.3848719673425879,-0.8193256863726953,0.0,303153,2779131,0.78827642947528,1.5163466945239708,3.2083752636636422,2.707052780482874
3326,238,0.868295040371493,5,2,25,2,4,0,13.833333333333334,1.7821489376445978,2.366058444253173,2.0,288543,2760129,2.0926882379608736,1.0334542383436487,-0.1502073668281792,1.7232992179636646
3327,406,-0.6613450465487004,5,15,15,11,4,0,2.4166666666666665,-0.5470290383440323,0.467495351848133,1.0,222114,2672671,-0.8700324018720528,-0.3026051015474889,0.048361091300072,1.301690548312575
3328,260,0.9050663902283244,5,3,6,2,4,2,29.25,0.4141734169665196,-0.8193256863726953,0.0,326637,2737829,0.337064797609194,-0.5653805017304202,-0.4384519028208025,0.8332364709224753
3329,804,-0.1410905299795301,5,14,15,2,4,0,14.833333333333334,1.190949101114677,-0.1040818199906502,1.0,176662,2507256,1.0590034085949314,0.767266170625874,-0.4384519028208025,1.27826784444307
3330,251,0.4544611363291522,5,13,15,2,4,0,5.75,0.6549049344650983,1.1379399263833545,1.0,294228,2786954,0.3396108193564008,-0.5534361653584687,1.6625304928587603,1.254845140573565
3331,205,0.9981964429702996,5,3,5,2,4,1,39.91666666666666,0.1246061500947218,-0.8193256863726953,0.0,324200,2776782,0.8649399731967276,1.410554000943829,-0.4384519028208025,0.7629683593139605
3332,811,-0.7758890030308304,5,3,14,11,4,0,3.1666666666666665,-0.8601523725605602,-0.8193256863726953,0.0,181071,2514279,-1.1639564680218102,-0.8759332474011571,-0.0220986841647915,1.4422267715296049
3333,406,-0.4889523063375554,5,14,14,2,4,0,8.666666666666666,0.0964537769266298,-0.0901785914864637,1.0,220904,2674749,-0.0864234863428627,-0.1302653910379041,-0.4384519028208025,1.5359175870076247
3334,221,2.844238373593229,1,3,8,2,4,2,25.0,0.5813640412913081,-0.8193256863726953,0.0,314412,2775143,0.5642265157210855,0.3918727417931152,-0.4384519028208025,1.18457702896505
3335,406,-0.1533957137224697,5,8,14,11,4,0,7.666666666666667,-0.1500231228511504,0.0951977885693579,1.0,221508,2673047,-0.410334030848611,-0.2053440768044558,-0.4384519028208025,1.6530311063551495
3336,202,0.5910679027253808,5,4,5,2,4,1,26.166666666666668,0.055087024516373,-0.8193256863726953,0.0,326663,2781595,0.4697408197691903,0.5420301133262189,-0.4384519028208025,0.7161229515749503
3337,115,0.8874497892838421,5,7,12,2,4,0,11.5,0.2176813430177994,0.7532839377675246,1.0,312172,2772848,-0.1452648778338632,-0.4425244704760626,2.1194514610248443,3.690806343002083
3338,328,-0.4471579420231569,3,2,5,4,4,1,2.5,-1.0101068500477413,-0.8193256863726953,0.0,262457,2771567,-1.1121873591619396,-0.5995071770788527,-0.4384519028208025,0.9737726941395052
3339,234,0.1494031338894385,5,4,4,2,4,1,47.5,-0.8044221644522972,-0.8193256863726953,0.0,302019,2765439,-0.5302799442725735,0.7041318212312738,-0.4384519028208025,2.098062479875745
3340,406,-0.2413345170728922,5,14,15,11,4,0,3.0,0.2613462483397375,0.7254774807591514,1.0,218396,2676692,-0.1975997693042245,1.004446564297481,-0.1587479456724053,2.238598703092774
3341,411,1.31988567031258,5,5,5,4,4,1,8.166666666666666,-0.3585804995861955,-0.8193256863726953,0.0,220592,2672638,-0.7735664667834413,-0.7701405538210159,1.0155816454086508,1.301690548312575
3342,236,-1.3837698866444503,5,12,18,2,4,0,26.58333333333333,-1.0577935229651203,-0.8193256863726953,0.0,296199,2763992,-1.1266148157294444,-0.0449487026668225,-0.4384519028208025,2.0277943682672293
3343,334,-0.0843232565404214,5,11,14,2,4,0,11.166666666666666,0.2010197344081126,0.5818107862158898,1.0,278741,2758074,0.0711469706787106,-0.2445897534551534,-0.1139099067402193,1.348535956051585
3344,300,1.7106713883989064,5,5,5,2,4,1,27.58333333333333,-0.4108634783269369,-0.8193256863726953,0.0,252543,2741694,-0.0878379428690886,0.2997307183523472,-0.4384519028208025,0.9737726941395052
3345,326,0.2448884757072108,5,9,12,2,4,0,25.666666666666668,0.5612552033140998,0.3562695238146401,1.0,267240,2757038,0.5232072764605322,0.3116750547242984,-0.015693250031622,0.5990094322274255
3346,406,-0.2949774274522698,5,6,15,11,4,0,0.4166666666666667,-0.4551029218767948,0.3284630668062667,1.0,222633,2672540,-0.7158566405134215,-0.4391118029412194,-0.4384519028208025,1.4188040676601
3347,220,1.254826817984186,5,11,11,2,4,0,7.916666666666667,0.5141430686246408,0.6034380305557356,1.0,293229,2763948,0.4666290154114932,-0.2445897534551534,-0.4384519028208025,2.051217072136734
3348,236,0.1406068501981965,5,2,5,2,4,1,34.416666666666664,-0.6918126717799314,-0.8193256863726953,0.0,296584,2763699,-0.2456912911959077,0.0949706662617512,-0.4384519028208025,1.5359175870076247
3349,116,1.386218301426864,5,4,6,2,4,2,22.166666666666668,0.0481925657813305,0.3439110984775853,1.0,307405,2764464,0.1059426012238697,-0.0841943793175198,-0.4384519028208025,2.402557630179309
3350,324,-0.4884235679736007,5,8,13,2,4,0,4.333333333333333,-0.553348958851155,0.822800080288458,1.0,271258,2756807,-0.8445721843999853,-0.4288738003366895,-0.1181801961623327,1.386012282242793
3351,406,-0.2253762319062673,5,13,14,11,4,0,3.25,-0.5516253441673943,0.8135312612856667,1.0,221769,2672826,-0.8776704671136731,-0.1456223949446988,-0.1139099067402197,1.395381363790595
3352,242,0.4463618259358499,5,10,10,2,4,2,30.166666666666668,0.3366107561972881,2.5189939577992257,2.0,295659,2771769,0.6360809072533649,0.7229014926729116,-0.4384519028208025,1.7935673295721797
3353,320,0.1887941420040443,5,8,15,11,4,0,6.0,0.26824070707478,2.084904267835177,2.0,270224,2766551,-0.0176808991682806,0.091557998726908,-0.4384519028208025,1.676453810224655
3354,350,1.011775405499129,5,2,5,4,4,1,5.416666666666667,-0.1454268170277887,-0.8193256863726953,1.0,236143,2730035,-0.2725659651942009,-0.6063325121485392,-0.4384519028208025,0.8332364709224753
3355,300,-0.2378256170211944,5,5,15,11,4,0,10.833333333333334,0.603196493952277,0.5555491323746484,1.0,251090,2742787,0.4114652108886801,-0.2889544314081158,0.6803639257727858,2.753898188221884
3356,106,1.819711659183511,5,3,4,4,1,1,56.16666666666666,0.1004755445220716,-0.8193256863726953,0.0,305493,2769820,1.331993518156544,-1.6420771089734696,-0.4384519028208025,4.159260420392183
3357,221,0.3179024370569192,5,5,5,2,4,1,30.166666666666668,-0.29595583274289,-0.8193256863726953,0.0,313281,2773704,-0.1215020081932671,-0.2821290963384293,-0.4384519028208025,1.5827629947466348
